seqid	taxid	species
14016	5476	candida albicans
14017	5476	candida albicans
14020	5476	candida albicans
14021	5476	candida albicans
14022	5476	candida albicans
14027	5476	candida albicans
14028	5476	candida albicans
14029	5476	candida albicans
14030	5476	candida albicans
14033	5476	candida albicans
14038	5476	candida albicans
1404	5476	candida albicans
14041	5476	candida albicans
14042	5476	candida albicans
14043	5476	candida albicans
14051	5476	candida albicans
14053	5476	candida albicans
14057	5476	candida albicans
1406	5476	candida albicans
14060	5476	candida albicans
14064	5476	candida albicans
14067	5476	candida albicans
14069	5476	candida albicans
14071	5476	candida albicans
14074	5476	candida albicans
14075	5476	candida albicans
14077	5476	candida albicans
1408	5476	candida albicans
14085	5476	candida albicans
14088	5476	candida albicans
14089	5476	candida albicans
14090	5476	candida albicans
14091	5476	candida albicans
14095	5476	candida albicans
14097	5476	candida albicans
141	5476	candida albicans
1410	5476	candida albicans
14105	5476	candida albicans
14107	5476	candida albicans
14110	5476	candida albicans
14115	5476	candida albicans
14116	5476	candida albicans
14118	5476	candida albicans
1412	5476	candida albicans
14123	5476	candida albicans
14124	5476	candida albicans
14125	5476	candida albicans
14127	5476	candida albicans
14130	5476	candida albicans
14131	5476	candida albicans
14133	5476	candida albicans
14134	5476	candida albicans
14135	5476	candida albicans
14140	5476	candida albicans
14141	5476	candida albicans
14145	5476	candida albicans
14149	5476	candida albicans
1415	5476	candida albicans
14152	5476	candida albicans
1416	5476	candida albicans
14160	5476	candida albicans
14162	5476	candida albicans
14164	5476	candida albicans
14165	5476	candida albicans
14170	5476	candida albicans
14175	5476	candida albicans
14176	5476	candida albicans
14182	5476	candida albicans
14183	5476	candida albicans
14184	5476	candida albicans
14186	5476	candida albicans
14187	5476	candida albicans
14191	5476	candida albicans
14193	5476	candida albicans
14194	5476	candida albicans
14195	5476	candida albicans
14196	5476	candida albicans
14198	5476	candida albicans
14199	5476	candida albicans
1420	5476	candida albicans
14201	5476	candida albicans
14203	5476	candida albicans
14207	5476	candida albicans
14208	5476	candida albicans
14212	5476	candida albicans
14214	5476	candida albicans
14215	5476	candida albicans
14217	5476	candida albicans
14218	5476	candida albicans
14219	5476	candida albicans
14221	5476	candida albicans
14223	5476	candida albicans
14227	5476	candida albicans
14231	5476	candida albicans
14233	5476	candida albicans
14235	5476	candida albicans
14237	5476	candida albicans
14238	5476	candida albicans
14241	5476	candida albicans
14243	5476	candida albicans
14244	5476	candida albicans
14247	5476	candida albicans
14248	5476	candida albicans
14249	5476	candida albicans
14252	5476	candida albicans
14255	5476	candida albicans
14257	5476	candida albicans
14263	5476	candida albicans
14266	5476	candida albicans
14269	5476	candida albicans
1427	5476	candida albicans
14272	5476	candida albicans
14277	5476	candida albicans
1428	5476	candida albicans
14280	5476	candida albicans
14283	5476	candida albicans
14284	5476	candida albicans
14285	5476	candida albicans
14286	5476	candida albicans
14287	5476	candida albicans
14288	5476	candida albicans
14291	5476	candida albicans
14293	5476	candida albicans
14299	5476	candida albicans
1430	5476	candida albicans
14301	5476	candida albicans
14303	5476	candida albicans
14304	5476	candida albicans
14306	5476	candida albicans
14307	5476	candida albicans
14314	5476	candida albicans
14315	5476	candida albicans
14317	5476	candida albicans
14319	5476	candida albicans
14321	5476	candida albicans
14325	5476	candida albicans
14329	5476	candida albicans
1433	5476	candida albicans
14330	5476	candida albicans
14333	5476	candida albicans
14335	5476	candida albicans
14336	5476	candida albicans
14341	5476	candida albicans
14351	5476	candida albicans
14352	5476	candida albicans
14353	5476	candida albicans
14354	5476	candida albicans
14357	5476	candida albicans
14367	5476	candida albicans
14372	5476	candida albicans
14373	5476	candida albicans
14374	5476	candida albicans
14377	5476	candida albicans
14378	5476	candida albicans
14379	5476	candida albicans
14380	5476	candida albicans
14382	5476	candida albicans
14383	5476	candida albicans
14385	5476	candida albicans
14386	5476	candida albicans
14387	5476	candida albicans
14388	5476	candida albicans
14389	5476	candida albicans
14390	5476	candida albicans
14394	5476	candida albicans
14395	5476	candida albicans
14396	5476	candida albicans
1440	5476	candida albicans
14400	5476	candida albicans
14405	5476	candida albicans
14406	5476	candida albicans
14408	5476	candida albicans
14410	5476	candida albicans
14412	5476	candida albicans
14426	5476	candida albicans
14427	5476	candida albicans
14428	5476	candida albicans
14431	5476	candida albicans
14433	5476	candida albicans
14437	5476	candida albicans
14442	5476	candida albicans
14447	5476	candida albicans
14448	5476	candida albicans
1445	5476	candida albicans
14450	5476	candida albicans
14454	5476	candida albicans
1446	5476	candida albicans
14460	5476	candida albicans
14463	5476	candida albicans
14466	5476	candida albicans
14471	5476	candida albicans
14473	5476	candida albicans
14475	5476	candida albicans
14479	5476	candida albicans
1448	5476	candida albicans
14481	5476	candida albicans
14488	5476	candida albicans
14489	5476	candida albicans
14490	5476	candida albicans
14491	5476	candida albicans
14492	5476	candida albicans
14496	5476	candida albicans
14497	5476	candida albicans
14498	5476	candida albicans
1450	5476	candida albicans
14501	5476	candida albicans
14503	5476	candida albicans
14504	5476	candida albicans
14506	5476	candida albicans
14508	5476	candida albicans
14509	5476	candida albicans
1451	5476	candida albicans
14510	5476	candida albicans
14511	5476	candida albicans
14513	5476	candida albicans
14519	5476	candida albicans
14520	5476	candida albicans
14522	5476	candida albicans
14523	5476	candida albicans
14524	5476	candida albicans
14527	5476	candida albicans
14528	5476	candida albicans
1453	5476	candida albicans
14531	5476	candida albicans
14538	5476	candida albicans
14539	5476	candida albicans
1454	5476	candida albicans
14541	5476	candida albicans
14542	5476	candida albicans
14545	5476	candida albicans
14546	5476	candida albicans
14548	5476	candida albicans
14549	5476	candida albicans
14550	5476	candida albicans
14553	5476	candida albicans
14555	5476	candida albicans
14556	5476	candida albicans
14558	5476	candida albicans
1456	5476	candida albicans
14560	5476	candida albicans
14563	5476	candida albicans
14566	5476	candida albicans
14570	5476	candida albicans
14576	5476	candida albicans
1458	5476	candida albicans
14580	5476	candida albicans
14581	5476	candida albicans
14582	5476	candida albicans
14583	5476	candida albicans
14584	5476	candida albicans
14585	5476	candida albicans
14586	5476	candida albicans
14587	5476	candida albicans
14588	5476	candida albicans
1459	5476	candida albicans
14592	5476	candida albicans
14597	5476	candida albicans
14599	5476	candida albicans
1460	5476	candida albicans
14600	5476	candida albicans
14601	5476	candida albicans
14603	5476	candida albicans
14604	5476	candida albicans
14606	5476	candida albicans
14607	5476	candida albicans
14608	5476	candida albicans
14609	5476	candida albicans
14614	5476	candida albicans
14617	5476	candida albicans
14618	5476	candida albicans
14619	5476	candida albicans
1462	5476	candida albicans
14620	5476	candida albicans
14625	5476	candida albicans
14626	5476	candida albicans
14636	5476	candida albicans
14637	5476	candida albicans
14638	5476	candida albicans
14640	5476	candida albicans
14643	5476	candida albicans
14644	5476	candida albicans
14645	5476	candida albicans
14646	5476	candida albicans
14651	5476	candida albicans
14653	5476	candida albicans
14654	5476	candida albicans
14655	5476	candida albicans
14663	5476	candida albicans
14664	5476	candida albicans
14669	5476	candida albicans
14671	5476	candida albicans
14674	5476	candida albicans
14677	5476	candida albicans
14678	5476	candida albicans
14679	5476	candida albicans
1468	5476	candida albicans
14680	5476	candida albicans
14683	5476	candida albicans
14684	5476	candida albicans
14686	5476	candida albicans
14687	5476	candida albicans
14688	5476	candida albicans
1469	5476	candida albicans
14693	5476	candida albicans
14694	5476	candida albicans
14697	5476	candida albicans
147	5476	candida albicans
14700	5476	candida albicans
14701	5476	candida albicans
14704	5476	candida albicans
14709	5476	candida albicans
14713	5476	candida albicans
14715	5476	candida albicans
14716	5476	candida albicans
1472	5476	candida albicans
14725	5476	candida albicans
14729	5476	candida albicans
14730	5476	candida albicans
14735	5476	candida albicans
14736	5476	candida albicans
14739	5476	candida albicans
1474	5476	candida albicans
14740	5476	candida albicans
14742	5476	candida albicans
14744	5476	candida albicans
14745	5476	candida albicans
14752	5476	candida albicans
14753	5476	candida albicans
14754	5476	candida albicans
14755	5476	candida albicans
14759	5476	candida albicans
14762	5476	candida albicans
14764	5476	candida albicans
14765	5476	candida albicans
14766	5476	candida albicans
14777	5476	candida albicans
14782	5476	candida albicans
14786	5476	candida albicans
1479	5476	candida albicans
14803	5476	candida albicans
14808	5476	candida albicans
14813	5476	candida albicans
14816	5476	candida albicans
14825	5476	candida albicans
14832	5476	candida albicans
14836	5476	candida albicans
14839	5476	candida albicans
1484	5476	candida albicans
14840	5476	candida albicans
14842	5476	candida albicans
14846	5476	candida albicans
14848	5476	candida albicans
14853	5476	candida albicans
14854	5476	candida albicans
14855	5476	candida albicans
14858	5476	candida albicans
14865	5476	candida albicans
14866	5476	candida albicans
14867	5476	candida albicans
1487	5476	candida albicans
14873	5476	candida albicans
14877	5476	candida albicans
1488	5476	candida albicans
14880	5476	candida albicans
14884	5476	candida albicans
14886	5476	candida albicans
14887	5476	candida albicans
14891	5476	candida albicans
14892	5476	candida albicans
14893	5476	candida albicans
14894	5476	candida albicans
14895	5476	candida albicans
14897	5476	candida albicans
1490	5476	candida albicans
14901	5476	candida albicans
14902	5476	candida albicans
14906	5476	candida albicans
14907	5476	candida albicans
14911	5476	candida albicans
1492	5476	candida albicans
14921	5476	candida albicans
14924	5476	candida albicans
14925	5476	candida albicans
14927	5476	candida albicans
14930	5476	candida albicans
14932	5476	candida albicans
14934	5476	candida albicans
14941	5476	candida albicans
14944	5476	candida albicans
14946	5476	candida albicans
14948	5476	candida albicans
1495	5476	candida albicans
14954	5476	candida albicans
14955	5476	candida albicans
14956	5476	candida albicans
14957	5476	candida albicans
1496	5476	candida albicans
14962	5476	candida albicans
14963	5476	candida albicans
14964	5476	candida albicans
14965	5476	candida albicans
14967	5476	candida albicans
14968	5476	candida albicans
14970	5476	candida albicans
14972	5476	candida albicans
14975	5476	candida albicans
14977	5476	candida albicans
14979	5476	candida albicans
14981	5476	candida albicans
14984	5476	candida albicans
14985	5476	candida albicans
14987	5476	candida albicans
14988	5476	candida albicans
14993	5476	candida albicans
14996	5476	candida albicans
14999	5476	candida albicans
150	5476	candida albicans
1500	5476	candida albicans
15003	5476	candida albicans
15005	5476	candida albicans
15008	5476	candida albicans
1501	5476	candida albicans
15010	5476	candida albicans
15011	5476	candida albicans
15013	5476	candida albicans
15016	5476	candida albicans
15018	5476	candida albicans
15019	5476	candida albicans
15024	5476	candida albicans
15025	5476	candida albicans
15027	5476	candida albicans
15032	5476	candida albicans
15033	5476	candida albicans
15035	5476	candida albicans
15037	5476	candida albicans
15038	5476	candida albicans
15039	5476	candida albicans
15049	5476	candida albicans
1505	5476	candida albicans
15051	5476	candida albicans
15053	5476	candida albicans
15063	5476	candida albicans
15064	5476	candida albicans
15065	5476	candida albicans
15067	5476	candida albicans
15069	5476	candida albicans
15073	5476	candida albicans
15074	5476	candida albicans
15077	5476	candida albicans
15079	5476	candida albicans
1508	5476	candida albicans
15080	5476	candida albicans
15081	5476	candida albicans
15088	5476	candida albicans
15090	5476	candida albicans
15095	5476	candida albicans
15096	5476	candida albicans
151	5476	candida albicans
15100	5476	candida albicans
15103	5476	candida albicans
15104	5476	candida albicans
15105	5476	candida albicans
15106	5476	candida albicans
15107	5476	candida albicans
15108	5476	candida albicans
15112	5476	candida albicans
15114	5476	candida albicans
15115	5476	candida albicans
15116	5476	candida albicans
15117	5476	candida albicans
15118	5476	candida albicans
15119	5476	candida albicans
1512	5476	candida albicans
15120	5476	candida albicans
15124	5476	candida albicans
15128	5476	candida albicans
15129	5476	candida albicans
15137	5476	candida albicans
15138	5476	candida albicans
15139	5476	candida albicans
15142	5476	candida albicans
15144	5476	candida albicans
15145	5476	candida albicans
15146	5476	candida albicans
15147	5476	candida albicans
15150	5476	candida albicans
15154	5476	candida albicans
15159	5476	candida albicans
1516	5476	candida albicans
15162	5476	candida albicans
15165	5476	candida albicans
15168	5476	candida albicans
15176	5476	candida albicans
15177	5476	candida albicans
1518	5476	candida albicans
15182	5476	candida albicans
15183	5476	candida albicans
15187	5476	candida albicans
15188	5476	candida albicans
15190	5476	candida albicans
15195	5476	candida albicans
15196	5476	candida albicans
152	5476	candida albicans
15200	5476	candida albicans
15201	5476	candida albicans
15202	5476	candida albicans
15207	5476	candida albicans
15211	5476	candida albicans
15213	5476	candida albicans
15218	5476	candida albicans
1522	5476	candida albicans
15221	5476	candida albicans
15223	5476	candida albicans
15224	5476	candida albicans
15225	5476	candida albicans
15226	5476	candida albicans
15230	5476	candida albicans
15232	5476	candida albicans
15234	5476	candida albicans
15237	5476	candida albicans
15238	5476	candida albicans
15240	5476	candida albicans
15243	5476	candida albicans
15247	5476	candida albicans
15250	5476	candida albicans
15251	5476	candida albicans
15253	5476	candida albicans
15259	5476	candida albicans
1526	5476	candida albicans
15260	5476	candida albicans
15261	5476	candida albicans
15262	5476	candida albicans
15263	5476	candida albicans
15266	5476	candida albicans
15268	5476	candida albicans
15269	5476	candida albicans
15270	5476	candida albicans
15271	5476	candida albicans
15273	5476	candida albicans
1528	5476	candida albicans
15280	5476	candida albicans
15283	5476	candida albicans
15286	5476	candida albicans
15288	5476	candida albicans
15289	5476	candida albicans
15294	5476	candida albicans
15299	5476	candida albicans
1530	5476	candida albicans
15306	5476	candida albicans
15308	5476	candida albicans
15310	5476	candida albicans
15312	5476	candida albicans
15316	5476	candida albicans
1532	5476	candida albicans
15320	5476	candida albicans
15329	5476	candida albicans
15331	5476	candida albicans
15333	5476	candida albicans
15334	5476	candida albicans
15335	5476	candida albicans
15340	5476	candida albicans
15342	5476	candida albicans
15343	5476	candida albicans
15344	5476	candida albicans
15355	5476	candida albicans
15358	5476	candida albicans
15359	5476	candida albicans
1536	5476	candida albicans
15360	5476	candida albicans
15363	5476	candida albicans
15366	5476	candida albicans
15367	5476	candida albicans
15371	5476	candida albicans
15375	5476	candida albicans
15376	5476	candida albicans
15378	5476	candida albicans
15379	5476	candida albicans
15380	5476	candida albicans
15381	5476	candida albicans
15384	5476	candida albicans
15385	5476	candida albicans
15386	5476	candida albicans
15389	5476	candida albicans
1539	5476	candida albicans
15391	5476	candida albicans
15392	5476	candida albicans
15396	5476	candida albicans
15398	5476	candida albicans
15399	5476	candida albicans
15402	5476	candida albicans
15409	5476	candida albicans
15411	5476	candida albicans
15415	5476	candida albicans
15416	5476	candida albicans
15417	5476	candida albicans
15420	5476	candida albicans
15422	5476	candida albicans
15423	5476	candida albicans
15427	5476	candida albicans
15431	5476	candida albicans
15432	5476	candida albicans
15434	5476	candida albicans
15435	5476	candida albicans
15436	5476	candida albicans
15441	5476	candida albicans
15445	5476	candida albicans
15448	5476	candida albicans
15450	5476	candida albicans
15452	5476	candida albicans
15454	5476	candida albicans
15455	5476	candida albicans
15456	5476	candida albicans
1546	5476	candida albicans
15460	5476	candida albicans
15461	5476	candida albicans
15462	5476	candida albicans
15465	5476	candida albicans
15466	5476	candida albicans
15474	5476	candida albicans
15480	5476	candida albicans
15481	5476	candida albicans
15482	5476	candida albicans
15485	5476	candida albicans
15488	5476	candida albicans
15493	5476	candida albicans
15498	5476	candida albicans
15505	5476	candida albicans
15508	5476	candida albicans
1551	5476	candida albicans
15512	5476	candida albicans
15513	5476	candida albicans
15514	5476	candida albicans
15515	5476	candida albicans
15516	5476	candida albicans
1552	5476	candida albicans
15520	5476	candida albicans
15522	5476	candida albicans
15523	5476	candida albicans
15524	5476	candida albicans
15538	5476	candida albicans
15539	5476	candida albicans
15541	5476	candida albicans
15545	5476	candida albicans
15549	5476	candida albicans
1555	5476	candida albicans
15552	5476	candida albicans
15553	5476	candida albicans
15557	5476	candida albicans
15558	5476	candida albicans
1556	5476	candida albicans
15561	5476	candida albicans
15562	5476	candida albicans
15566	5476	candida albicans
15567	5476	candida albicans
1557	5476	candida albicans
15572	5476	candida albicans
15576	5476	candida albicans
15581	5476	candida albicans
15583	5476	candida albicans
15584	5476	candida albicans
15586	5476	candida albicans
15589	5476	candida albicans
1559	5476	candida albicans
15591	5476	candida albicans
15592	5476	candida albicans
15597	5476	candida albicans
15598	5476	candida albicans
15599	5476	candida albicans
156	5476	candida albicans
15600	5476	candida albicans
15601	5476	candida albicans
15602	5476	candida albicans
15603	5476	candida albicans
15604	5476	candida albicans
15606	5476	candida albicans
15607	5476	candida albicans
15608	5476	candida albicans
15611	5476	candida albicans
15613	5476	candida albicans
15614	5476	candida albicans
15616	5476	candida albicans
1562	5476	candida albicans
15622	5476	candida albicans
15623	5476	candida albicans
15624	5476	candida albicans
15626	5476	candida albicans
15628	5476	candida albicans
1563	5476	candida albicans
15630	5476	candida albicans
15631	5476	candida albicans
15632	5476	candida albicans
15634	5476	candida albicans
15638	5476	candida albicans
1564	5476	candida albicans
15641	5476	candida albicans
15642	5476	candida albicans
15643	5476	candida albicans
15646	5476	candida albicans
15647	5476	candida albicans
15649	5476	candida albicans
1565	5476	candida albicans
15654	5476	candida albicans
15655	5476	candida albicans
15658	5476	candida albicans
15659	5476	candida albicans
1566	5476	candida albicans
15661	5476	candida albicans
15666	5476	candida albicans
15668	5476	candida albicans
1567	5476	candida albicans
15670	5476	candida albicans
15674	5476	candida albicans
15679	5476	candida albicans
1568	5476	candida albicans
15683	5476	candida albicans
15684	5476	candida albicans
15685	5476	candida albicans
15686	5476	candida albicans
15687	5476	candida albicans
15689	5476	candida albicans
1569	5476	candida albicans
15693	5476	candida albicans
15695	5476	candida albicans
15696	5476	candida albicans
15697	5476	candida albicans
15699	5476	candida albicans
15700	5476	candida albicans
15703	5476	candida albicans
15704	5476	candida albicans
15705	5476	candida albicans
15707	5476	candida albicans
15709	5476	candida albicans
15710	5476	candida albicans
15711	5476	candida albicans
15712	5476	candida albicans
15713	5476	candida albicans
15714	5476	candida albicans
15716	5476	candida albicans
15719	5476	candida albicans
1572	5476	candida albicans
15720	5476	candida albicans
15721	5476	candida albicans
15723	5476	candida albicans
15732	5476	candida albicans
15734	5476	candida albicans
15735	5476	candida albicans
15736	5476	candida albicans
15740	5476	candida albicans
15741	5476	candida albicans
15742	5476	candida albicans
15745	5476	candida albicans
15748	5476	candida albicans
15749	5476	candida albicans
15750	5476	candida albicans
15751	5476	candida albicans
15752	5476	candida albicans
15756	5476	candida albicans
15768	5476	candida albicans
1577	5476	candida albicans
15770	5476	candida albicans
15772	5476	candida albicans
15775	5476	candida albicans
15776	5476	candida albicans
15778	5476	candida albicans
15779	5476	candida albicans
1578	5476	candida albicans
15780	5476	candida albicans
15782	5476	candida albicans
15784	5476	candida albicans
15786	5476	candida albicans
15787	5476	candida albicans
1579	5476	candida albicans
15792	5476	candida albicans
15793	5476	candida albicans
1580	5476	candida albicans
15800	5476	candida albicans
15804	5476	candida albicans
15805	5476	candida albicans
15806	5476	candida albicans
15807	5476	candida albicans
15808	5476	candida albicans
15809	5476	candida albicans
15810	5476	candida albicans
15812	5476	candida albicans
15813	5476	candida albicans
15814	5476	candida albicans
15817	5476	candida albicans
15818	5476	candida albicans
15819	5476	candida albicans
15822	5476	candida albicans
15825	5476	candida albicans
15826	5476	candida albicans
15827	5476	candida albicans
15829	5476	candida albicans
15839	5476	candida albicans
15841	5476	candida albicans
15842	5476	candida albicans
15843	5476	candida albicans
15845	5476	candida albicans
1585	5476	candida albicans
15851	5476	candida albicans
15852	5476	candida albicans
15855	5476	candida albicans
15856	5476	candida albicans
15857	5476	candida albicans
15858	5476	candida albicans
15861	5476	candida albicans
15866	5476	candida albicans
15867	5476	candida albicans
15869	5476	candida albicans
15870	5476	candida albicans
15875	5476	candida albicans
15877	5476	candida albicans
15879	5476	candida albicans
15884	5476	candida albicans
15888	5476	candida albicans
1589	5476	candida albicans
15891	5476	candida albicans
15897	5476	candida albicans
1590	5476	candida albicans
15900	5476	candida albicans
15901	5476	candida albicans
15905	5476	candida albicans
15907	5476	candida albicans
1591	5476	candida albicans
15910	5476	candida albicans
15914	5476	candida albicans
15915	5476	candida albicans
15917	5476	candida albicans
1592	5476	candida albicans
15921	5476	candida albicans
15925	5476	candida albicans
15926	5476	candida albicans
15927	5476	candida albicans
15928	5476	candida albicans
15932	5476	candida albicans
15933	5476	candida albicans
1594	5476	candida albicans
15941	5476	candida albicans
15943	5476	candida albicans
15946	5476	candida albicans
15947	5476	candida albicans
15948	5476	candida albicans
1595	5476	candida albicans
15952	5476	candida albicans
15954	5476	candida albicans
15956	5476	candida albicans
1596	5476	candida albicans
15960	5476	candida albicans
15962	5476	candida albicans
15963	5476	candida albicans
15964	5476	candida albicans
15965	5476	candida albicans
1597	5476	candida albicans
15975	5476	candida albicans
15977	5476	candida albicans
15978	5476	candida albicans
1598	5476	candida albicans
15980	5476	candida albicans
15982	5476	candida albicans
15983	5476	candida albicans
15988	5476	candida albicans
15989	5476	candida albicans
15990	5476	candida albicans
15991	5476	candida albicans
15992	5476	candida albicans
15995	5476	candida albicans
15996	5476	candida albicans
15997	5476	candida albicans
15999	5476	candida albicans
16	5476	candida albicans
16002	5476	candida albicans
16006	5476	candida albicans
16007	5476	candida albicans
16009	5476	candida albicans
1601	5476	candida albicans
16010	5476	candida albicans
16011	5476	candida albicans
16012	5476	candida albicans
16018	5476	candida albicans
1602	5476	candida albicans
16020	5476	candida albicans
16023	5476	candida albicans
16026	5476	candida albicans
16028	5476	candida albicans
16029	5476	candida albicans
16035	5476	candida albicans
16037	5476	candida albicans
16039	5476	candida albicans
16041	5476	candida albicans
16043	5476	candida albicans
16044	5476	candida albicans
16046	5476	candida albicans
16049	5476	candida albicans
1605	5476	candida albicans
16051	5476	candida albicans
16052	5476	candida albicans
16055	5476	candida albicans
16056	5476	candida albicans
1606	5476	candida albicans
16061	5476	candida albicans
16068	5476	candida albicans
16069	5476	candida albicans
16075	5476	candida albicans
16076	5476	candida albicans
16080	5476	candida albicans
16081	5476	candida albicans
16086	5476	candida albicans
16090	5476	candida albicans
16095	5476	candida albicans
16097	5476	candida albicans
1610	5476	candida albicans
16101	5476	candida albicans
16102	5476	candida albicans
16104	5476	candida albicans
16106	5476	candida albicans
16108	5476	candida albicans
16115	5476	candida albicans
16118	5476	candida albicans
16120	5476	candida albicans
16123	5476	candida albicans
16126	5476	candida albicans
16133	5476	candida albicans
16136	5476	candida albicans
16137	5476	candida albicans
16138	5476	candida albicans
16139	5476	candida albicans
16140	5476	candida albicans
16141	5476	candida albicans
16142	5476	candida albicans
16146	5476	candida albicans
1615	5476	candida albicans
16150	5476	candida albicans
16151	5476	candida albicans
16152	5476	candida albicans
16153	5476	candida albicans
16154	5476	candida albicans
16156	5476	candida albicans
16157	5476	candida albicans
16168	5476	candida albicans
16170	5476	candida albicans
16171	5476	candida albicans
16176	5476	candida albicans
16178	5476	candida albicans
1618	5476	candida albicans
16181	5476	candida albicans
16182	5476	candida albicans
16186	5476	candida albicans
16189	5476	candida albicans
16191	5476	candida albicans
16193	5476	candida albicans
16194	5476	candida albicans
162	5476	candida albicans
16200	5476	candida albicans
16201	5476	candida albicans
16205	5476	candida albicans
16208	5476	candida albicans
16210	5476	candida albicans
16211	5476	candida albicans
16212	5476	candida albicans
16214	5476	candida albicans
16215	5476	candida albicans
16216	5476	candida albicans
16217	5476	candida albicans
16219	5476	candida albicans
1622	5476	candida albicans
16220	5476	candida albicans
16223	5476	candida albicans
16229	5476	candida albicans
1623	5476	candida albicans
16231	5476	candida albicans
16232	5476	candida albicans
16234	5476	candida albicans
16235	5476	candida albicans
16236	5476	candida albicans
16237	5476	candida albicans
16238	5476	candida albicans
16239	5476	candida albicans
16242	5476	candida albicans
16243	5476	candida albicans
16244	5476	candida albicans
16249	5476	candida albicans
16251	5476	candida albicans
16256	5476	candida albicans
16258	5476	candida albicans
1626	5476	candida albicans
16264	5476	candida albicans
16266	5476	candida albicans
16267	5476	candida albicans
16271	5476	candida albicans
16274	5476	candida albicans
16276	5476	candida albicans
16277	5476	candida albicans
16279	5476	candida albicans
1628	5476	candida albicans
16281	5476	candida albicans
16291	5476	candida albicans
16293	5476	candida albicans
16294	5476	candida albicans
16296	5476	candida albicans
16297	5476	candida albicans
16298	5476	candida albicans
16299	5476	candida albicans
16303	5476	candida albicans
16307	5476	candida albicans
16312	5476	candida albicans
16313	5476	candida albicans
16314	5476	candida albicans
1632	5476	candida albicans
16324	5476	candida albicans
16326	5476	candida albicans
16327	5476	candida albicans
1633	5476	candida albicans
16332	5476	candida albicans
16334	5476	candida albicans
16335	5476	candida albicans
16336	5476	candida albicans
16342	5476	candida albicans
16343	5476	candida albicans
16345	5476	candida albicans
16351	5476	candida albicans
16352	5476	candida albicans
16353	5476	candida albicans
16354	5476	candida albicans
16355	5476	candida albicans
16357	5476	candida albicans
1636	5476	candida albicans
16360	5476	candida albicans
16363	5476	candida albicans
16369	5476	candida albicans
16374	5476	candida albicans
1638	5476	candida albicans
16380	5476	candida albicans
16381	5476	candida albicans
16385	5476	candida albicans
16390	5476	candida albicans
16392	5476	candida albicans
16394	5476	candida albicans
16395	5476	candida albicans
164	5476	candida albicans
1640	5476	candida albicans
16401	5476	candida albicans
16403	5476	candida albicans
16404	5476	candida albicans
16405	5476	candida albicans
16407	5476	candida albicans
16408	5476	candida albicans
16409	5476	candida albicans
16412	5476	candida albicans
16413	5476	candida albicans
16414	5476	candida albicans
16415	5476	candida albicans
1642	5476	candida albicans
16420	5476	candida albicans
16423	5476	candida albicans
16425	5476	candida albicans
16429	5476	candida albicans
16431	5476	candida albicans
16436	5476	candida albicans
16437	5476	candida albicans
16440	5476	candida albicans
16443	5476	candida albicans
16445	5476	candida albicans
1645	5476	candida albicans
16450	5476	candida albicans
16455	5476	candida albicans
16456	5476	candida albicans
16458	5476	candida albicans
16459	5476	candida albicans
16460	5476	candida albicans
16462	5476	candida albicans
16463	5476	candida albicans
16464	5476	candida albicans
16467	5476	candida albicans
16468	5476	candida albicans
16469	5476	candida albicans
1647	5476	candida albicans
16476	5476	candida albicans
16481	5476	candida albicans
16482	5476	candida albicans
16483	5476	candida albicans
16486	5476	candida albicans
16487	5476	candida albicans
16488	5476	candida albicans
1649	5476	candida albicans
16490	5476	candida albicans
16491	5476	candida albicans
16493	5476	candida albicans
16495	5476	candida albicans
16496	5476	candida albicans
16500	5476	candida albicans
16502	5476	candida albicans
16509	5476	candida albicans
16511	5476	candida albicans
16512	5476	candida albicans
16515	5476	candida albicans
1652	5476	candida albicans
16522	5476	candida albicans
16523	5476	candida albicans
16525	5476	candida albicans
16528	5476	candida albicans
16531	5476	candida albicans
16536	5476	candida albicans
16537	5476	candida albicans
16538	5476	candida albicans
16539	5476	candida albicans
16547	5476	candida albicans
16548	5476	candida albicans
1655	5476	candida albicans
16551	5476	candida albicans
16552	5476	candida albicans
16553	5476	candida albicans
16556	5476	candida albicans
16559	5476	candida albicans
16563	5476	candida albicans
16564	5476	candida albicans
16567	5476	candida albicans
16570	5476	candida albicans
16575	5476	candida albicans
16576	5476	candida albicans
16580	5476	candida albicans
16581	5476	candida albicans
16583	5476	candida albicans
16585	5476	candida albicans
16588	5476	candida albicans
16589	5476	candida albicans
1659	5476	candida albicans
16591	5476	candida albicans
16592	5476	candida albicans
16597	5476	candida albicans
16598	5476	candida albicans
166	5476	candida albicans
1660	5476	candida albicans
16601	5476	candida albicans
16607	5476	candida albicans
16608	5476	candida albicans
16609	5476	candida albicans
16612	5476	candida albicans
16616	5476	candida albicans
16617	5476	candida albicans
16619	5476	candida albicans
16621	5476	candida albicans
16623	5476	candida albicans
16624	5476	candida albicans
16625	5476	candida albicans
16626	5476	candida albicans
16629	5476	candida albicans
1663	5476	candida albicans
16631	5476	candida albicans
16632	5476	candida albicans
16635	5476	candida albicans
16638	5476	candida albicans
1664	5476	candida albicans
16640	5476	candida albicans
16641	5476	candida albicans
16642	5476	candida albicans
16645	5476	candida albicans
16647	5476	candida albicans
16648	5476	candida albicans
16649	5476	candida albicans
16652	5476	candida albicans
16653	5476	candida albicans
16655	5476	candida albicans
16657	5476	candida albicans
16659	5476	candida albicans
16663	5476	candida albicans
