sample_id	contigs_fa	truth_contigs_tsv	truth_profile_tsv	expected_taxa	citation
zymogut_d6331	/mnt/HC_Volume_103721442/HYMET/case/zymogut/work/assembly/assembly.fasta	truth/zymogut_d6331/truth_contigs.tsv	truth/zymogut_d6331/truth_profile.cami.tsv	"Faecalibacterium prausnitzii;Veillonella rogosae;Bacteroides fragilis;Roseburia hominis;Lactobacillus fermentum;Bifidobacterium adolescentis;Fusobacterium nucleatum;Saccharomyces cerevisiae;Candida albicans;Prevotella corporis;Clostridioides difficile;Akkermansia muciniphila"	"ZymoBIOMICS Gut Microbiome Standard (D6331); MicroBench (Kirk3gaard)"
